tracks,weights
CHIP:H3K4me1:MCF-7,-0.003696
CHIP:H3K4me3:SU-DHL-6,0
CHIP:H3K27ac:caudate nucleus male adult (81 year),0
CHIP:H3K27me3:caudate nucleus male adult (81 year),0
CHIP:H3K27me3:germinal matrix male embryo (20 weeks),0
CHIP:ZC3H8:K562,0
CHIP:NRF1:K562,0
CHIP:CTCF:testis male adult (37 years),0
CHIP:NR3C1:K562,0
CHIP:H3K9me3:amnion male embryo (16 weeks),0
CHIP:H3K27me3:trophoblast female embryo (40 weeks),0.01879
CHIP:H3K36me3:H1-hESC,0
CHIP:eGFP-ZNF747:HEK293 genetically modified using site-specific recombination originated from HEK293,0.014787
CHIP:3xFLAG-TEAD1:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:mucosa of rectum female adult (50 years),0
CHIP:ZNF639:K562,0
CHIP:H3K9me3:foreskin keratinocyte male newborn,0
CHIP:H3K27ac:placenta female embryo (113 days),0
CHIP:H3K14ac:trophoblast cell originated from H1-hESC,0
CHIP:H3K36me3:prostate male adult (54 years),0
CHIP:H3K27ac:chorion female embryo (40 weeks),0
CHIP:H2AFZ:KMS-11,0
CHIP:H3K36me3:iPS-20b male adult (55 years),0
CHIP:H3K4me3:lung male child (3 years),0
CHIP:3xFLAG-RARA:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:heart left ventricle female adult (53 years),0
CHIP:TCF7:GM12878,0
CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year),0
CHIP:H3K4me3:mesenchymal stem cell originated from H1-hESC,0
CHIP:EP300:breast epithelium male adult (54 years),0
CHIP:eGFP-ZSCAN26:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-ZNF652:HepG2 genetically modified using CRISPR,0
CHIP:H2BK120ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:eGFP-ZNF843:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ELF1:MCF-7,0
CHIP:ELF1:K562,0
CHIP:eGFP-ZNF513:HEK293 genetically modified using site-specific recombination originated from HEK293,0.038477
CHIP:ZFX:HCT116,0
CHIP:H3K9me3:skeletal muscle tissue female adult (72 years),0
CHIP:ZNF24:MCF-7,0
CHIP:H3K27me3:heart left ventricle male adult (34 years),0
CHIP:H3K4me1:sigmoid colon male child (3 years),0
CHIP:eGFP-ZNF654:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:iPS-18a female adult (48 years),0
CHIP:eGFP-E2F4:MCF-7 genetically modified using stable transfection,-0.003289
CHIP:H3K27ac:iPS DF 19.11 male newborn,0
CHIP:H3K36me3:foreskin melanocyte male newborn,0.008435
CHIP:TRIM22:HepG2,0
CHIP:XRCC5:K562,0
CHIP:H3K4me1:trophoblast female embryo (40 weeks),0
CHIP:H3K27ac:trophoblast female embryo (20 weeks),0
CHIP:H3K27ac:hepatocyte originated from H9,0
CHIP:FOXK2:K562,0
CHIP:ASH2L:HepG2,0
CHIP:H3K4me3:esophagus squamous epithelium female adult (53 years),0
CHIP:PPP1R10:MCF-7,0
CHIP:DPF2:GM12878,0
CHIP:H4K91ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K4me3:gastroesophageal sphincter female adult (53 years),0
CHIP:EZH2:neural cell,-0.027891
CHIP:H3K4me1:adrenal gland male adult (34 years),0
CHIP:H3K27me3:SU-DHL-6,0
CHIP:H3K9me3:foreskin fibroblast male newborn,-0.008738
CHIP:H3K4me1:neurosphere embryo (15 weeks) originated from ganglionic eminence,0
CHIP:H3K27me3:placenta embryo (16 weeks),0
CHIP:MNT:K562,0
CHIP:H3K4me2:PC-9,0
CHIP:eGFP-ZNF302:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:duodenal mucosa male adult (59 years),0
CHIP:USF2:IMR-90,0
CHIP:SIN3A:A549,0
CHIP:H3K4me1:muscle of trunk female embryo (115 days),0
CHIP:BRD4:HepG2,0
CHIP:HCFC1:GM12878,0
CHIP:NR2F1:GM12878,0
CHIP:CTCF:suprapubic skin female adult (53 years),0
CHIP:H3K4me3:smooth muscle cell originated from H9,0
CHIP:ZBTB33:liver male adult (32 years),0
CHIP:H3K9me3:H9 genetically modified using stable transfection,0
CHIP:eGFP-ZNF174:HEK293 genetically modified using site-specific recombination originated from HEK293,0.012862
CHIP:H3K27me3:myoepithelial cell of mammary gland female adult (36 years),-0.012689
CHIP:eGFP-ZNF48:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.004958
CHIP:POLR2A:body of pancreas male adult (54 years),0
CHIP:H3K27me3:CD8-positive; alpha-beta memory T cell,0
CHIP:H3K79me2:neural progenitor cell originated from H9,0
CHIP:NR2F6:HepG2,-0.024087
CHIP:H3K27ac:aorta male adult (34 years),0
CHIP:HNRNPK:HepG2,0
CHIP:H3K36me3:natural killer cell male adult (21 year),0
CHIP:SMARCC2:K562,0
CHIP:H3K27me3:gastrocnemius medialis male adult (37 years),0
CHIP:H3K27ac:body of pancreas male adult (37 years),0
CHIP:H3K4me3:liver male adult (78 years),0
CHIP:EZH2:OCI-LY1,0
CHIP:H3K9ac:KMS-11,0
CHIP:H3K4me1:mammary epithelial cell female adult (18 years),0
CHIP:H3K9me2:PC-9,0
CHIP:MAX:liver male adult (32 years),0
CHIP:H3K4me1:A673,-0.008267
CHIP:HDGF:HEK293T,0
CHIP:H3K4me1:CD4-positive; CD25-positive; alpha-beta regulatory T cell,0
CHIP:H2BK12ac:IMR-90,0.010119
CHIP:H3K36me3:body of pancreas male adult (54 years),0
CHIP:RNF2:HepG2,0
CHIP:RAD51:K562,0
CHIP:H3K9me3:neutrophil,0
CHIP:H3K9me3:skeletal muscle satellite cell female adult originated from mesodermal cell,0
CHIP:ZBTB40:HepG2,0
CHIP:H2AFZ:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K27ac:placental basal plate female embryo (40 weeks),0
CHIP:H3K27me3:stomach male adult (34 years),0
CHIP:3xFLAG-HLF:HepG2 genetically modified using CRISPR,-0.00193
CHIP:H3K4me3:germinal matrix male embryo (20 weeks),0
CHIP:EP300:breast epithelium female adult (51 year),-0.012195
CHIP:H3K9me3:luminal epithelial cell of mammary gland female adult (33 years),0
CHIP:HCFC1:HepG2,0
CHIP:H3K36me3:large intestine male embryo (108 days),0
CHIP:L3MBTL2:K562,0
CHIP:H3K9ac:neural cell,0
CHIP:3xFLAG-MIER3:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ZNF740:K562 genetically modified using stable transfection,0
CHIP:H3K4me3:stomach smooth muscle female adult (84 years),0
CHIP:eGFP-GTF2E2:K562 genetically modified using stable transfection,0
CHIP:H3K9me3:kidney female embryo (120 days),0
CHIP:H3K9me3:pancreas female adult (30 years),0.054456
CHIP:eGFP-ZNF195:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ETS1:GM23338 male adult (53 years) originated from GM23248,0
CHIP:eGFP-GLIS2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:angular gyrus male adult (81 year),-0.046982
CHIP:H3F3A:NCI-H929,0.006465
CHIP:H3K4me1:small intestine female adult (30 years),0
CHIP:H4K20me1:SU-DHL-6,0
CHIP:eGFP-ZNF560:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.143248
CHIP:H3K4me3:KMS-11,0
CHIP:H3K27ac:lung female adult (30 years),0
CHIP:H3K9ac:smooth muscle cell originated from H9,0
CHIP:CTCF:SK-N-SH,0
CHIP:PHF8:A549,0
CHIP:MAFK:A549,0
CHIP:ZBTB33:GM12878,0
CHIP:MCM7:K562,0.030815
CHIP:SOX6:HepG2,0
CHIP:H3K27ac:small intestine male adult (34 years),0
CHIP:H3K27me3:tibial artery female adult (53 years),0
CHIP:POLR2A:lower leg skin female adult (51 year),0
CHIP:H3K9ac:Loucy,0
CHIP:eGFP-ZBTB12:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:breast epithelium female adult (53 years),0
CHIP:CTCF:heart left ventricle female adult (53 years),0
CHIP:ATF7:HepG2,0
CHIP:H3K9me3:stomach female adult (53 years),0.092742
CHIP:ZNF184:K562,0
CHIP:eGFP-FOSL2:MCF-7 genetically modified using stable transfection,0
CHIP:H3K27ac:CD4-positive; alpha-beta T cell,0
CHIP:GATAD2B:K562,0
CHIP:eGFP-ZNF701:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:ovary female adult (51 year),0
CHIP:H3K4me3:right cardiac atrium male adult (34 years),0
CHIP:H3K4me3:OCI-LY3,0
CHIP:CBX3:GM12878,0
CHIP:CTCF:stomach male adult (54 years),0
CHIP:H3K9me3:UCSF-4,-0.028745
CHIP:eGFP-KLF1:K562 genetically modified using stable transfection,0
CHIP:CHD4:A549,0
CHIP:H3K27ac:lung male child (3 years),0
CHIP:H3K27me3:neural stem progenitor cell originated from H9,-0.004375
CHIP:eGFP-ZNF493:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF138:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:EP300:gastroesophageal sphincter male adult (37 years),-0.063936
CHIP:H3K4me3:substantia nigra female adult (75 years),0
CHIP:MTA2:MCF-7,0
CHIP:H3K36me3:stomach male adult (34 years),-0.015085
CHIP:MCM2:K562,0
CHIP:H3K9me3:caudate nucleus female adult (75 years),0
CHIP:MLLT1:GM12878,0
CHIP:eGFP-NFE2:K562 genetically modified using stable transfection,0
CHIP:H3K4me1:breast epithelium female adult (53 years),0
CHIP:H3K79me1:IMR-90,-0.000003
CHIP:3xFLAG-ZNF7:HepG2 genetically modified using CRISPR,0
CHIP:H3K27me3:peripheral blood mononuclear cell male adult (39 years),0
CHIP:H3K4me3:body of pancreas male adult (54 years),0
CHIP:H4K5ac:H9,0
CHIP:ZNF512B:MCF-7,0
CHIP:H3K9me2:HCT116,0
CHIP:MAFK:MCF-7,0
CHIP:H3K36me3:mesenchymal stem cell originated from adipose tissue,0
CHIP:H3K9me3:PC-9,-0.080763
CHIP:AGO1:HepG2,-0.006685
CHIP:H3K27ac:heart left ventricle male child (3 years),0
CHIP:GTF2F1:MCF-7,0
CHIP:H3K36me3:myoepithelial cell of mammary gland female adult (33 years),0
CHIP:ZHX1:K562,0
CHIP:H3K27me3:B cell male adult (37 years),0
CHIP:H3K9me3:thyroid gland female adult (51 year),0
CHIP:CTCF:transverse colon female adult (51 year),0
CHIP:H3K36me3:kidney male adult (67 years),0.042667
CHIP:H3K9me3:iPS-15b female adult (48 years),0
CHIP:H3K36me3:foreskin keratinocyte male newborn,0.013024
CHIP:H3K4me1:substantia nigra male adult (81 year),0
CHIP:H2AFZ:NCI-H929,0.01592
CHIP:eGFP-ZXDB:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:esophagus muscularis mucosa male adult (37 years),0
CHIP:H3K36me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),0
CHIP:CTCF:MCF-7,0
CHIP:H3K9ac:skeletal muscle tissue,0
CHIP:H3K9me3:HUES48,-0.02144
CHIP:3xFLAG-RXRB:HepG2 genetically modified using CRISPR,0
CHIP:H3K27ac:CD4-positive; alpha-beta T cell male adult (21 year),0
CHIP:H3K36me3:testis male adult (37 years),-0.033313
CHIP:H3K27ac:sigmoid colon male adult (34 years),0
CHIP:H3K36me3:NCI-H929,0.00689
CHIP:H3K9ac:GM23248,0
CHIP:EZH2phosphoT487:DOHH2,0.032754
CHIP:3xFLAG-THAP11:HepG2 genetically modified using CRISPR,0
CHIP:H3F3A:MM.1S,0
CHIP:USF2:A549,0
CHIP:E2F1:K562,0
CHIP:HDGF:K562,0
CHIP:H3K9me3:liver male adult (32 years),0
CHIP:H3K4me1:trophoblast cell originated from H1-hESC,-0.009531
CHIP:H3K27ac:SK-N-SH,0
CHIP:H3K27me3:colonic mucosa female adult (73 years),0
CHIP:H3K4me3:DND-41,0
CHIP:eGFP-ZNF157:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:EZH2phosphoT487:OCI-LY7,-0.017418
CHIP:H3K18ac:mesendoderm originated from H1-hESC,0
CHIP:H3K4me1:PC-3,0
CHIP:H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),0
CHIP:H3K9me3:placental basal plate female embryo (40 weeks),0
CHIP:H3K9ac:lung female embryo (82 days),0
CHIP:YBX3:K562,-0.027751
CHIP:eGFP-ZNF473:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),0
CHIP:H3K9me3:substantia nigra male adult (81 year),0
CHIP:H3K9me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence,0
CHIP:HDAC1:K562,0
CHIP:H3K27me3:temporal lobe female adult (75 years),0
CHIP:3xFLAG-NFYC:HepG2 genetically modified using CRISPR,0
CHIP:EP300:tibial nerve female adult (51 year),0
CHIP:FOS:MCF-7,0
CHIP:H3K4me3:natural killer cell male adult (37 years),0
CHIP:H3K79me1:neural stem progenitor cell originated from H1-hESC,0
CHIP:ARHGAP35:K562,0.055639
CHIP:H3K9me3:foreskin melanocyte male newborn,0
CHIP:H2AFZ:H1-hESC,0
CHIP:3xFLAG-SSRP1:HepG2 genetically modified using CRISPR,0
CHIP:CTCF:body of pancreas male adult (37 years),0
CHIP:H3K36me3:neural progenitor cell originated from H9,0
CHIP:NCOA3:MCF-7,0
CHIP:EP300:stomach female adult (53 years),0
CHIP:H3K36me3:placenta male embryo (16 weeks),0
CHIP:NUFIP1:K562,0
CHIP:H3K4me3:germinal matrix male embryo (20 weeks),0
CHIP:H3K4me3:HepG2,-0.000551
CHIP:H3K4me1:lung male child (3 years),0
CHIP:H3K79me2:mesendoderm originated from H1-hESC,0
CHIP:POLR2A:Peyer's patch male adult (54 years),0
CHIP:H3K9me3:muscle layer of colon female adult (56 years),0.007009
CHIP:H3K9me3:neurosphere female embryo (17 weeks) originated from cortex,0
CHIP:H3K4me3:colonic mucosa female adult (73 years),0
CHIP:H3K27ac:CD4-positive; CD25-positive; alpha-beta regulatory T cell,0
CHIP:H3K4me3:esophagus male adult (34 years),0
CHIP:3xFLAG-ZNF644:HepG2 genetically modified using CRISPR,-0.000916
CHIP:H3K9me3:esophagus muscularis mucosa female adult (53 years),0
CHIP:H3K4me3:endothelial cell of umbilical vein male newborn,-0.009108
CHIP:H3K4me3:CD4-positive; CD25-positive; alpha-beta regulatory T cell,0
CHIP:H3K4me1:chorionic villus embryo (16 weeks),0
CHIP:H3K79me1:IMR-90,0
CHIP:H3K27ac:fibroblast of breast female adult (17 years),-0.004419
CHIP:eGFP-ZNF197:K562 genetically modified using CRISPR,0
CHIP:H3K9me1:IMR-90,0.027049
CHIP:H3K36me3:CD4-positive; alpha-beta memory T cell,0
CHIP:EP300:tibial nerve male adult (37 years),0
CHIP:HNRNPH1:K562,0
CHIP:H3K4me1:OCI-LY3,-0.005465
CHIP:H3K36me3:A673,0
CHIP:H3K27me3:endocrine pancreas male adult (46 years),0
CHIP:H3K27me3:iPS-15b female adult (48 years),0
CHIP:CTCF:lower leg skin male adult (37 years),0
CHIP:H3K27me3:thyroid gland male adult (54 years),0
CHIP:H3K27ac:stomach female adult (30 years),0
CHIP:NFIB:MCF-7,-0.005006
CHIP:BRD4:K562,0
CHIP:H3K9ac:HUES6,0
CHIP:EZH2phosphoT487:OCI-LY3,0.02078
CHIP:NFE2L2:A549,0.003649
CHIP:H3K9ac:mucosa of rectum female adult (61 year),0
CHIP:H3K36me3:liver male adult (78 years),0
CHIP:eGFP-ZNF433:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-ZFP1:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me1:neutrophil male,0
CHIP:H3K9me3:SU-DHL-6,0
CHIP:SMARCA4:K562,0
CHIP:RUNX1:K562,0
CHIP:H3K27me3:endocrine pancreas adult (59 years),-0.04368
CHIP:H3K27me3:ascending aorta female adult (53 years),0
CHIP:3xFLAG-TFE3:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:spleen female adult (53 years),0
CHIP:GATA4:HepG2,0
CHIP:ARNT:GM12878,0
CHIP:FUS:HepG2,0
CHIP:eGFP-ZNF512:K562 genetically modified using stable transfection,-0.028922
CHIP:EZH2phosphoT487:GM23338 male adult (53 years) originated from GM23248,0
CHIP:NBN:MCF-7,0
CHIP:H3K9me3:skeletal muscle tissue male adult (54 years),0.019521
CHIP:H3K9me3:large intestine male embryo (108 days),0
CHIP:H3F3A:neural progenitor cell originated from H9,0
CHIP:H3K9ac:angular gyrus female adult (75 years),0
CHIP:H3K9ac:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:H3K23ac:trophoblast cell originated from H1-hESC,0
CHIP:eGFP-ZFP64:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:right atrium auricular region female adult (53 years),0.000453
CHIP:H3K79me1:mesenchymal stem cell originated from H1-hESC,-0.018415
CHIP:HNRNPL:K562,0
CHIP:PHF20:K562,0
CHIP:eGFP-ZNF510:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:fibroblast of breast female adult (17 years),0
CHIP:H3K4me3:UCSF-4,0
CHIP:H3K9me3:right cardiac atrium male adult (34 years),0
CHIP:3xFLAG-RBPJ:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ETS2:K562 genetically modified using stable transfection,-0.032431
CHIP:H3K4me3:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K27ac:body of pancreas male adult (54 years),0.014685
CHIP:H3K27ac:thyroid gland male adult (37 years),0
CHIP:H3K36me3:mammary epithelial cell female adult (18 years),0.012132
CHIP:H3K27ac:OCI-LY1,0
CHIP:H3K27ac:VCaP,0.003622
CHIP:ETV6:GM12878,0
CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year),0
CHIP:CCAR2:K562,0
CHIP:eGFP-ZNF507:K562 genetically modified using stable transfection,0
CHIP:H2AK5ac:mesendoderm originated from H1-hESC,0
CHIP:H3K9me3:placenta female embryo (113 days),0.022871
CHIP:HNF4A:liver male adult (32 years),0
CHIP:PCBP2:K562,0
CHIP:eGFP-ZNF589:K562 genetically modified using CRISPR,0
CHIP:eGFP-ZNF416:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K79me2:Karpas-422,0
CHIP:H3K27ac:cingulate gyrus female adult (75 years),0
CHIP:H3K9me3:OCI-LY3,0.000293
CHIP:H3K18ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:3xFLAG-IRF2:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-KLF7:HEK293 genetically modified using site-specific recombination originated from HEK293,0.000879
CHIP:eGFP-SCRT1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),0
CHIP:H3K9me3:peripheral blood mononuclear cell female adult (28 years),0
CHIP:H3K4me3:adrenal gland female adult (53 years),0
CHIP:H3K36me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:TBX3:HepG2,0
CHIP:CTCF:vagina female adult (53 years),0
CHIP:H3K27ac:chorionic villus male embryo (16 weeks),0
CHIP:H3K4me3:esophagus muscularis mucosa female adult (53 years),0
CHIP:H3K27me3:spleen male child (3 years),0
CHIP:eGFP-KLF13:K562 genetically modified using stable transfection,0
CHIP:H3K4me3:neural cell,0
CHIP:CTCF:transverse colon male adult (37 years),0
CHIP:H3K27ac:temporal lobe female adult (75 years),0.004987
CHIP:RNF2:K562,0
CHIP:POLR2A:body of pancreas female adult (51 year),0
CHIP:H3K36me3:effector memory CD4-positive; alpha-beta T cell,0
CHIP:H3K79me2:GM23248,0.017818
CHIP:H3K4me3:testis male adult (37 years),0.009181
CHIP:CTCF:A673,0
CHIP:SREBF2:HeLa-S3,0
CHIP:H3K27me3:tibial nerve female adult (53 years),0
CHIP:H3K27ac:pancreas male adult (34 years),0
CHIP:H3K9me3:trophoblast female embryo (20 weeks),0
CHIP:ARNT:K562,0
CHIP:H3K9me3:right lobe of liver female adult (53 years),-0.080295
CHIP:H3K27ac:peripheral blood mononuclear cell male adult (32 years),0
CHIP:H3K27me3:angular gyrus male adult (81 year),0
CHIP:H3K4me1:UCSF-4,0
CHIP:CBX8:A549,0.032016
CHIP:3xFLAG-KLF11:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:heart right ventricle male child (3 years),0
CHIP:3xFLAG-HBP1:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-CTCF:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:EZH2phosphoT487:PC-3,0
CHIP:H3K4me1:lung female embryo (120 days),0
CHIP:CEBPZ:K562,0
CHIP:RCOR1:A549,0.006114
CHIP:CTCF:stomach male adult (37 years),0
CHIP:H3K79me2:Parathyroid adenoma male adult (62 years),0
CHIP:eGFP-HINFP:K562 genetically modified using stable transfection,0
CHIP:CTCF:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:eGFP-ZBTB6:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:chorionic villus male embryo (38 weeks),0
CHIP:eGFP-ZNF300:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:iPS-15b female adult (48 years),0
CHIP:H3K27ac:common myeloid progenitor; CD34-positive female adult (33 years),0
CHIP:CREB1:MCF-7,0
CHIP:H3K4me3:adrenal gland male adult (37 years),0
CHIP:eGFP-CEBPG:K562 genetically modified using stable transfection,0
CHIP:KAT2B:HepG2,0
CHIP:ZNF184:K562,0
CHIP:H3K4me1:Peyer's patch female adult (53 years),0
CHIP:H3K36me3:foreskin fibroblast male newborn,0
CHIP:H3K36me3:heart embryo (101 day),0
CHIP:H3K79me2:DOHH2,0
CHIP:ELK1:A549,0
CHIP:SRSF9:HepG2,-0.010033
CHIP:H3K9me3:foreskin fibroblast male newborn,-0.005675
CHIP:SYNCRIP:HepG2,0
CHIP:CSDE1:K562,0
CHIP:H3K9ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:ETV6:GM12878,0
CHIP:H3K27me3:brain male embryo (122 days),0
CHIP:H3K9me3:DOHH2,0
CHIP:MCM5:K562,0
CHIP:H3K4me1:muscle layer of duodenum male adult (59 years),0
CHIP:H3K36me3:placental basal plate male embryo (38 weeks),0
CHIP:H3K36me3:middle frontal area 46 female adult (75 years),0
CHIP:H2AFZ:OCI-LY3,0
CHIP:H3K4me1:KOPT-K1,-0.00757
CHIP:H3K27me3:regulatory T cell originated from blood cell,0.004114
CHIP:H3K4me1:CD8-positive; alpha-beta T cell,0
CHIP:H3K4me1:H1-hESC,0
CHIP:eGFP-ZBTB17:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ATF3:K562 genetically modified using stable transfection,0
CHIP:H3K4me3:urinary bladder male adult (34 years),0
CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),0
CHIP:eGFP-NFE2L1:K562 genetically modified using stable transfection,0
CHIP:eGFP-ZFHX2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ILF3:K562,0.012212
CHIP:3xFLAG-PBX2:K562 genetically modified using CRISPR,0
CHIP:POLR2AphosphoS5:sigmoid colon female adult (51 year),0
CHIP:3xFLAG-RFX3:HepG2 genetically modified using CRISPR,0
CHIP:H2BK12ac:trophoblast cell originated from H1-hESC,-0.012334
CHIP:H3K27me3:HUES64,0
CHIP:CTCF:NCI-H929,0
CHIP:UBTF:HeLa-S3,0
CHIP:ZSCAN29:K562,0
CHIP:eGFP-TEAD2:K562 genetically modified using stable transfection,0
CHIP:eGFP-KLF8:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:RAD21:liver female child (6 years) and male adult (32 years),0
CHIP:H3K36me3:mammary stem cell,0
CHIP:EP300:upper lobe of left lung female adult (53 years),0.00112
CHIP:CTBP1:MCF-7,0
CHIP:H3K27me3:myoepithelial cell of mammary gland female adult (33 years),0.001591
CHIP:H3K9me3:sigmoid colon male child (3 years),0
CHIP:BACH1:GM12878,0
CHIP:MAZ:A549,0
CHIP:H3K27me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:TRIM22:GM12878,0
CHIP:H3K27me3:hepatocyte originated from H9,0
CHIP:H3K36me3:OCI-LY3,0.016308
CHIP:H3K4me1:layer of hippocampus female adult (75 years),-0.00068
CHIP:ELF4:K562,0
CHIP:SREBF2:A549,0
CHIP:KDM1A:A549,0
CHIP:H3K27me3:CD8-positive; alpha-beta T cell male adult (21 year),0
CHIP:3xFLAG-CEBPG:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me1:thyroid gland male adult (54 years),0
CHIP:H4K20me1:MCF-7,-0.005386
CHIP:H3K9me3:stomach male adult (34 years),0
CHIP:H3K27ac:transverse colon male adult (37 years),0
CHIP:AGO1:K562,-0.003897
CHIP:H3K27me3:esophagus female adult (30 years),0
CHIP:H3K27ac:adrenal gland female adult (30 years),0
CHIP:H3K4me1:liver female adult (25 years),-0.008926
CHIP:KDM4B:K562,0
CHIP:H3K27me3:transverse colon male adult (37 years),0
CHIP:H3K27ac:chorionic villus female embryo (40 weeks),0
CHIP:H3K9ac:kidney male adult (67 years),0
CHIP:SMARCA4:K562,0
CHIP:H3K4me2:neural progenitor cell originated from H9,0.005025
CHIP:H3K4me3:ascending aorta female adult (51 year),0
CHIP:POLR2AphosphoS5:vagina female adult (51 year),0
CHIP:H3K27me3:duodenal mucosa male adult (76 years),0
CHIP:H3K36me3:thymus female embryo (110 days),0
CHIP:H3K27ac:esophagus female adult (30 years),0.002791
CHIP:H3K36me3:chorionic villus male embryo (38 weeks),0
CHIP:eGFP-MEF2D:K562 genetically modified using stable transfection,0
CHIP:eGFP-ILK:K562 genetically modified using stable transfection,0
CHIP:H3K36me3:chorionic villus embryo (16 weeks),0.005756
CHIP:H3K9me3:adrenal gland male embryo (97 days),0
CHIP:H3K36me3:smooth muscle cell originated from H9,0
CHIP:H2BK5ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K4me3:cardiac muscle cell,0
CHIP:SNIP1:K562,0
CHIP:3xFLAG-SLC30A9:HepG2 genetically modified using CRISPR,0
CHIP:H3K27me3:neural cell,0
CHIP:CTCF:vagina female adult (51 year),0
CHIP:H3K27ac:small intestine female adult (30 years),0
CHIP:3xFLAG-HHEX:HepG2 genetically modified using CRISPR,0
CHIP:EZH2phosphoT487:neural progenitor cell originated from H9,0
CHIP:H3K27ac:UCSF-4,0
CHIP:3xFLAG-ZBED5:HepG2 genetically modified using CRISPR,0
CHIP:H3K27ac:rectal smooth muscle tissue female adult (50 years),0
CHIP:H3K4me3:GM23338 male adult (53 years) originated from GM23248,0
CHIP:NFRKB:K562,0
CHIP:SIN3B:K562,-0.030831
CHIP:H3K9me3:SK-N-SH,0
CHIP:LARP7:GM12878,0
CHIP:H3K4me3:Loucy,0
CHIP:H3K4me1:naive thymus-derived CD4-positive; alpha-beta T cell,0.017561
CHIP:H3K9me3:thyroid gland female adult (53 years),0
CHIP:NCOA1:K562,0
CHIP:H3K4me3:chorionic villus female embryo (40 weeks),0
CHIP:HDAC2:A549,0
CHIP:H3K36me3:ovary female adult (30 years),-0.049859
CHIP:H3K27ac:large intestine male embryo (108 days),0
CHIP:H3K4me1:spleen female adult (53 years),0
CHIP:TOE1:HepG2,0
CHIP:H3K27ac:Karpas-422,0
CHIP:H3K4me3:CD8-positive; alpha-beta T cell male adult (21 year),0
CHIP:KDM4B:K562,0
